oracle_natural_account,description,parent1_code,parent1_description,parent2_code,parent2_description,parent3_code,parent3_description,parent4_code,parent4_description,parent5_code,parent5_description,financial_category,financial_sub_category,danaos_name,danaos_description_details,danaos_description_sub,danaos_description_main
612002,PORT EXPENSES,612000,PORT EXPENSES,612000,PORT EXPENSES,612000,PORT EXPENSES,610000,VESSEL VOYAGE EXPENSES,600000,EXPENSES,Expense,Vessel Voyage Costs,,,,
613002,ADDRESS COMMISSION,613000,COMMISSION EXPENSES,613000,COMMISSION EXPENSES,613000,COMMISSION EXPENSES,610000,VESSEL VOYAGE EXPENSES,600000,EXPENSES,Expense,Vessel Voyage Costs,,,,
613004,MANAGEMENT COMMISSION,613000,COMMISSION EXPENSES,613000,COMMISSION EXPENSES,613000,COMMISSION EXPENSES,610000,VESSEL VOYAGE EXPENSES,600000,EXPENSES,Expense,Vessel Voyage Costs,,,,
613006,OTHER COMMISSION,613000,COMMISSION EXPENSES,613000,COMMISSION EXPENSES,613000,COMMISSION EXPENSES,610000,VESSEL VOYAGE EXPENSES,600000,EXPENSES,Expense,Vessel Voyage Costs,,,,
614002,FREIGHT-IN INTERCOMPANY,614000,CHARTERED-IN EXPENSES,614000,CHARTERED-IN EXPENSES,614000,CHARTERED-IN EXPENSES,610000,VESSEL VOYAGE EXPENSES,600000,EXPENSES,Expense,Vessel Voyage Costs,,,,
614004,HIRE-IN INTERCOMPANY,614000,CHARTERED-IN EXPENSES,614000,CHARTERED-IN EXPENSES,614000,CHARTERED-IN EXPENSES,610000,VESSEL VOYAGE EXPENSES,600000,EXPENSES,Expense,Vessel Voyage Costs,,,,
614006,DEMURRAGE-IN INTERCOMPANY,614000,CHARTERED-IN EXPENSES,614000,CHARTERED-IN EXPENSES,614000,CHARTERED-IN EXPENSES,610000,VESSEL VOYAGE EXPENSES,600000,EXPENSES,Expense,Vessel Voyage Costs,,,,
614008,DESPATCH-IN INTERCOMPANY,614000,CHARTERED-IN EXPENSES,614000,CHARTERED-IN EXPENSES,614000,CHARTERED-IN EXPENSES,610000,VESSEL VOYAGE EXPENSES,600000,EXPENSES,Expense,Vessel Voyage Costs,,,,
614012,BALLAST BONUS-IN INTERCOMPANY,614000,CHARTERED-IN EXPENSES,614000,CHARTERED-IN EXPENSES,614000,CHARTERED-IN EXPENSES,610000,VESSEL VOYAGE EXPENSES,600000,EXPENSES,Expense,Vessel Voyage Costs,,,,
614014,OTHER CHARTERED-IN EXPENSES,614000,CHARTERED-IN EXPENSES,614000,CHARTERED-IN EXPENSES,614000,CHARTERED-IN EXPENSES,610000,VESSEL VOYAGE EXPENSES,600000,EXPENSES,Expense,Vessel Voyage Costs,,,,
621102,CREW CONSOLIDATED WAGES,621100,CREW PAYROLL,621100,CREW PAYROLL,621000,CREW RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Crew),Crew consolidated other wages ,Crew payroll,Crew running costs,Daily running costs
621104,CREW BASIC WAGES,621100,CREW PAYROLL,621100,CREW PAYROLL,621000,CREW RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Crew),Crew Basic Wages,Crew payroll,Crew running costs,Daily running costs
621106,CREW SENIORITY,621100,CREW PAYROLL,621100,CREW PAYROLL,621000,CREW RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Crew),Crew Seniority,Crew payroll,Crew running costs,Daily running costs
621108,CREW LEAVE PAY ,621100,CREW PAYROLL,621100,CREW PAYROLL,621000,CREW RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Crew),Crew Leave Pay Wages,Crew payroll,Crew running costs,Daily running costs
621112,CREW OVERTIME ,621100,CREW PAYROLL,621100,CREW PAYROLL,621000,CREW RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Crew),Crew Overtime (Fixed & Variable),Crew payroll,Crew running costs,Daily running costs
621114,CREW REJOINING / LOYALTY LEAVE PAY,621100,CREW PAYROLL,621100,CREW PAYROLL,621000,CREW RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Crew),Crew rejoining/Loyality leave pay (LLP),Crew payroll,Crew running costs,Daily running costs
621116,CREW PENSION,621100,CREW PAYROLL,621100,CREW PAYROLL,621000,CREW RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Crew),Crew Pension,Crew payroll,Crew running costs,Daily running costs
621118,CREW BONUS,621100,CREW PAYROLL,621100,CREW PAYROLL,621000,CREW RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Crew),Crew Bonus,Crew payroll,Crew running costs,Daily running costs
621122,CREW SICK PAY,621100,CREW PAYROLL,621100,CREW PAYROLL,621000,CREW RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Crew),Crew Sick Pay,Crew payroll,Crew running costs,Daily running costs
621602,CREW CARGO HOLD CLEANING ALLOWANCE,621100,CREW PAYROLL,621100,CREW PAYROLL,621000,CREW RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Crew),Crew Cargo Hold Cleaning Allowance,Crew payroll,Crew running costs,Daily running costs
621604,CREW LAUNDRY ALLOWANCE,621100,CREW PAYROLL,621100,CREW PAYROLL,621000,CREW RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Crew),Crew Laundry Allowance,Crew payroll,Crew running costs,Daily running costs
621606,CREW TANK CLEANING ALLOWANCE,621100,CREW PAYROLL,621100,CREW PAYROLL,621000,CREW RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Crew),Crew Tanker Allowance,Crew payroll,Crew running costs,Daily running costs
621608,CREW UNIFORM ALLOWANCE,621100,CREW PAYROLL,621100,CREW PAYROLL,621000,CREW RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Crew),Crew Grit Blasting,Crew payroll,Crew running costs,Daily running costs
622102,CREW TRAVEL - AIRFARE,622100,CREW HOTEL & TRAVEL,622100,CREW HOTEL & TRAVEL,621000,CREW RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Crew),Crew Helicopter Cost,Crew expenses,Crew running costs,Daily running costs
622104,CREW TRAVEL - LAND TRANSPORT,622100,CREW HOTEL & TRAVEL,622100,CREW HOTEL & TRAVEL,621000,CREW RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Crew),Crew Travel - Land Transport,Crew expenses,Crew running costs,Daily running costs
622106,CREW TRAVEL - HOTEL,622100,CREW HOTEL & TRAVEL,622100,CREW HOTEL & TRAVEL,621000,CREW RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Crew),Crew Travel - Hotel,Crew expenses,Crew running costs,Daily running costs
622108,CREW TRAVEL - CONVEYANCE / TRAVEL ALLOWANCE,622100,CREW HOTEL & TRAVEL,622100,CREW HOTEL & TRAVEL,621000,CREW RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Crew),Crew Conveyance / Travel Allowance,Crew payroll,Crew running costs,Daily running costs
622112,CREW TRAVEL - VISA,622100,CREW HOTEL & TRAVEL,622100,CREW HOTEL & TRAVEL,621000,CREW RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Crew),,,,
622114,CREW TRAVEL - FAMILY ,622100,CREW HOTEL & TRAVEL,622100,CREW HOTEL & TRAVEL,621000,CREW RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Crew),Crew Family Tavel,Crew expenses,Crew running costs,Daily running costs
622116,CREW TRAVEL - OFFICE BRIEFING,622100,CREW HOTEL & TRAVEL,622100,CREW HOTEL & TRAVEL,621000,CREW RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Crew),,,,
623102,CREW TRAINING -  CADETS,623100,CREW TRAINING,623100,CREW TRAINING,621000,CREW RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Crew),Crew Training -  Cadets,Crew expenses,Crew running costs,Daily running costs
623104,CREW TRAINING - UK CADETS,623100,CREW TRAINING,623100,CREW TRAINING,621000,CREW RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Crew),UK Cadet Training,Crew expenses,Crew running costs,Daily running costs
623106,CREW TRAINING - COURSE FEE,623100,CREW TRAINING,623100,CREW TRAINING,621000,CREW RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Crew),Crew Training - Course Fee,Crew expenses,Crew running costs,Daily running costs
623108,CREW TRAINING - SEMINARS / WORKSHOPS,623100,CREW TRAINING,623100,CREW TRAINING,621000,CREW RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Crew),Crew Training - Seminars/Workshops,Crew expenses,Crew running costs,Daily running costs
623152,CREW TRAINING - SINGAPORE OFFICE TRAINING,623100,CREW TRAINING,623100,CREW TRAINING,621000,CREW RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Crew),Crew Training - Singapore Office Training,Crew expenses,Crew running costs,Daily running costs
623154,CREW TRAINING - TRAVEL,623100,CREW TRAINING,623100,CREW TRAINING,621000,CREW RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Crew),Crew Travel - Launch,Crew expenses,Crew running costs,Daily running costs
623156,CREW TRAINING - WAGES & ALLOWANCES,623100,CREW TRAINING,623100,CREW TRAINING,621000,CREW RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Crew),Crew Training - Wages & allowances,Crew expenses,Crew running costs,Daily running costs
624102,CREW RECRUITMENT FEES,624100,CREW OTHER EXPENSES,624100,CREW OTHER EXPENSES,621000,CREW RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Crew),Crew Recruitment Fees/Monthly Manning Fees,Crew expenses,Crew running costs,Daily running costs
624104,CREW HANDLING ,624100,CREW OTHER EXPENSES,624100,CREW OTHER EXPENSES,621000,CREW RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Crew),Crew Handling Fees,Crew expenses,Crew running costs,Daily running costs
624106,CREW PROCESSING FEES,624100,CREW OTHER EXPENSES,624100,CREW OTHER EXPENSES,621000,CREW RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Crew),Crew Processing Fees,Crew expenses,Crew running costs,Daily running costs
624108,ITF ANNUAL FEES / SMOU / SOS,624100,CREW OTHER EXPENSES,624100,CREW OTHER EXPENSES,621000,CREW RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Crew),ITF Annual Fees / SMOU /SOS,Crew expenses,Crew running costs,Daily running costs
624112,CREW LICENSES,624100,CREW OTHER EXPENSES,624100,CREW OTHER EXPENSES,621000,CREW RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Crew),Crew Licenses,Crew expenses,Crew running costs,Daily running costs
624202,CREW MEDICAL - PREJOINING,624100,CREW OTHER EXPENSES,624100,CREW OTHER EXPENSES,621000,CREW RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Crew),Crew Medical - Prejoining,Crew expenses,Crew running costs,Daily running costs
624204,CREW MEDICAL - INJURIES / ILLNESS,624100,CREW OTHER EXPENSES,624100,CREW OTHER EXPENSES,621000,CREW RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Crew),Crew Medical - Injuries / Illness,Crew expenses,Crew running costs,Daily running costs
624206,CREW MEDICAL - DOCTOR VISITS,624100,CREW OTHER EXPENSES,624100,CREW OTHER EXPENSES,621000,CREW RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Crew),Crew Medical - Doctor visits,Crew expenses,Crew running costs,Daily running costs
624302,CREW - LONG SERVICE AWARDS + PAYMENTS,624100,CREW OTHER EXPENSES,624100,CREW OTHER EXPENSES,621000,CREW RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Crew),Crew - Long Service Awards + Payments,Crew expenses,Crew running costs,Daily running costs
624304,CREW SLOPCHEST,624100,CREW OTHER EXPENSES,624100,CREW OTHER EXPENSES,621000,CREW RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Crew),Crew Slopchest,Crew expenses,Crew running costs,Daily running costs
624306,PHILHEALTH / SSS CONTRIBUTION,624100,CREW OTHER EXPENSES,624100,CREW OTHER EXPENSES,621000,CREW RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Crew),Philhealth/SSS Contribution,Crew expenses,Crew running costs,Daily running costs
624308,INDIA SWFS CONTRIBUTIONS,624100,CREW OTHER EXPENSES,624100,CREW OTHER EXPENSES,621000,CREW RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Crew),SWFS (India) Contributions,Crew expenses,Crew running costs,Daily running costs
624312,CREW ENTERTAINMENT,624100,CREW OTHER EXPENSES,624100,CREW OTHER EXPENSES,621000,CREW RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Crew),Crew Entertainment,Crew payroll,Crew running costs,Daily running costs
625102,SQA ISO AUDIT,625100,AUDIT & INSPECTION,625100,AUDIT & INSPECTION,625000,TECHNICAL RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Technical),SQA - ISO Audits,Maintenance and repairs,Technical running costs,Daily running costs
625104,UNDERWATER INSPECTION,625100,AUDIT & INSPECTION,625100,AUDIT & INSPECTION,625000,TECHNICAL RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Technical),Underwater Inspection,Maintenance and repairs,Technical running costs,Daily running costs
625106,FLAG INSPECTION COSTS,625100,AUDIT & INSPECTION,625100,AUDIT & INSPECTION,625000,TECHNICAL RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Technical),,,,
625202,TECHNICAL - BLOCK FEES,625200,CLASS SURVEY,625200,CLASS SURVEY,625000,TECHNICAL RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Technical),Technical - Block Fees,Maintenance and repairs,Technical running costs,Daily running costs
625204,TECHNICAL - SURVEY & CERTIFICATION,625200,CLASS SURVEY,625200,CLASS SURVEY,625000,TECHNICAL RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Technical),Technical Survey,Maintenance and repairs,Technical running costs,Daily running costs
625302,CREW VICTUALLING INCLUDING BARGING,625300,CREW VICTUALLING,625300,CREW VICTUALLING,625000,TECHNICAL RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Technical),Forwarding - Provision Barging,Crew victualling,Crew running costs,Daily running costs
625402,IT DEVELOPMENT COSTS,625400,IT DEVELOPMENT COSTS,625400,IT DEVELOPMENT COSTS,625000,TECHNICAL RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Technical),IT Development Cost,Maintenance and repairs,Technical running costs,Daily running costs
625502,MAJOR OIL COMPANY INSPECTION,625500,MAJOR OIL INSPECTION,625500,MAJOR OIL INSPECTION,625000,TECHNICAL RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Technical),Major Oil Company Inspection,Maintenance and repairs,Technical running costs,Daily running costs
625602,OPERATION RELATED EXPENSES,625600,OPERATION EXPENSES,625600,OPERATION EXPENSES,625000,TECHNICAL RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Technical),Operation Related Expenses,Maintenance and repairs,Technical running costs,Daily running costs
625604,GARBAGE DISPOSAL,625600,OPERATION EXPENSES,625600,OPERATION EXPENSES,625000,TECHNICAL RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Technical),Garbage Disposal,Maintenance and repairs,Technical running costs,Daily running costs
625606,OPERATION - SLOP DISPOSAL (IF NOT VOYAGE),625600,OPERATION EXPENSES,625600,OPERATION EXPENSES,625000,TECHNICAL RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Technical),Operation -Slop Disposal (if not voyage),Maintenance and repairs,Technical running costs,Daily running costs
625608,OPERATION - SLUDGE DISPOSAL (IF NOT VOYAGE),625600,OPERATION EXPENSES,625600,OPERATION EXPENSES,625000,TECHNICAL RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Technical),Operation -Sludge Disposal (if not voyage),Maintenance and repairs,Technical running costs,Daily running costs
625612,SURVEY-BUNKER & CARGO OPERATIONS,625600,OPERATION EXPENSES,625600,OPERATION EXPENSES,625000,TECHNICAL RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Technical),Survey-Bunker & Cargo Operations,Maintenance and repairs,Technical running costs,Daily running costs
625902,PAINTS (SEA STOCK),625900,PAINTS,625900,PAINTS,625000,TECHNICAL RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Technical),Paints (Sea Stock),Stores and consumables,Technical running costs,Daily running costs
625904,PAINTS (BALLAST TANKS),625900,PAINTS,625900,PAINTS,625000,TECHNICAL RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Technical),Paints (Ballast Tanks),Stores and consumables,Technical running costs,Daily running costs
625906,PAINTS (CARGO HOLDS),625900,PAINTS,625900,PAINTS,625000,TECHNICAL RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Technical),,,,
626102,FIRE SAFETY EQUIPMENT REPAIRS,626100,REPAIRS AND SERVICES,626100,REPAIRS AND SERVICES,625000,TECHNICAL RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Technical),Fire Safety Equipment Repairs,Maintenance and repairs,Technical running costs,Daily running costs
626104,RADIO & NAVIGATION REPAIRS,626100,REPAIRS AND SERVICES,626100,REPAIRS AND SERVICES,625000,TECHNICAL RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Technical),Radio & Navigation Repairs,Maintenance and repairs,Technical running costs,Daily running costs
626106,MAIN ENGINE REPAIRS,626100,REPAIRS AND SERVICES,626100,REPAIRS AND SERVICES,625000,TECHNICAL RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Technical),Main Engine Repairs,Maintenance and repairs,Technical running costs,Daily running costs
626108,GENERAL REPAIRS,626100,REPAIRS AND SERVICES,626100,REPAIRS AND SERVICES,625000,TECHNICAL RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Technical),Other Sundry Spares & Repairs,Maintenance and repairs,Technical running costs,Daily running costs
626112,AUXILLARY / MACHINERY REPAIRS,626100,REPAIRS AND SERVICES,626100,REPAIRS AND SERVICES,625000,TECHNICAL RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Technical),Aux/Mach Repairs,Maintenance and repairs,Technical running costs,Daily running costs
626114,LIFERAFT SERVICES,626100,REPAIRS AND SERVICES,626100,REPAIRS AND SERVICES,625000,TECHNICAL RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Technical),Liferaft Services,Maintenance and repairs,Technical running costs,Daily running costs
626116,AUXILLARY ENGINE REPAIRS,626100,REPAIRS AND SERVICES,626100,REPAIRS AND SERVICES,625000,TECHNICAL RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Technical),A/Engine Repairs,Maintenance and repairs,Technical running costs,Daily running costs
626118,ENGINEERING SERVICES,626100,REPAIRS AND SERVICES,626100,REPAIRS AND SERVICES,625000,TECHNICAL RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Technical),Engineering Cost,Maintenance and repairs,Technical running costs,Daily running costs
626122,BOILER REPAIRS,626100,REPAIRS AND SERVICES,626100,REPAIRS AND SERVICES,625000,TECHNICAL RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Technical),Boilers Repairs,Maintenance and repairs,Technical running costs,Daily running costs
626124,ELECTRICAL REPAIRS,626100,REPAIRS AND SERVICES,626100,REPAIRS AND SERVICES,625000,TECHNICAL RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Technical),Electrical Repairs,Maintenance and repairs,Technical running costs,Daily running costs
626126,BALLAST WATER TREATMENT SYSTEM REPAIRS,626100,REPAIRS AND SERVICES,626100,REPAIRS AND SERVICES,625000,TECHNICAL RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Technical),Ballast water treatment system,Maintenance and repairs,Technical running costs,Daily running costs
626128,AUTOMATION REPAIRS,626100,REPAIRS AND SERVICES,626100,REPAIRS AND SERVICES,625000,TECHNICAL RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Technical),Automation Repairs,Maintenance and repairs,Technical running costs,Daily running costs
626998,FORWARDING - REPAIRS,626100,REPAIRS AND SERVICES,626100,REPAIRS AND SERVICES,625000,TECHNICAL RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Technical),Forwarding Expenses - Repairs,Maintenance and repairs,Technical running costs,Daily running costs
627102,AUXILLARY SPARES,627100,SPARES,627100,SPARES,625000,TECHNICAL RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Technical),Auxillary,Maintenance and repairs,Technical running costs,Daily running costs
627104,AUXILLARY ENGINE SPARES,627100,SPARES,627100,SPARES,625000,TECHNICAL RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Technical),A/Engine Spares,Maintenance and repairs,Technical running costs,Daily running costs
627106,MAIN ENGINE SPARES,627100,SPARES,627100,SPARES,625000,TECHNICAL RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Technical),Main Engine Spares,Maintenance and repairs,Technical running costs,Daily running costs
627108,DECK SPARES,627100,SPARES,627100,SPARES,625000,TECHNICAL RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Technical),Deck Spares,Maintenance and repairs,Technical running costs,Daily running costs
627112,RADIO & NAVIGATION SPARES,627100,SPARES,627100,SPARES,625000,TECHNICAL RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Technical),Radio & Navigation Spares,Maintenance and repairs,Technical running costs,Daily running costs
627114,BOILER SPARES,627100,SPARES,627100,SPARES,625000,TECHNICAL RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Technical),Boilers Spares,Maintenance and repairs,Technical running costs,Daily running costs
627116,AUTOMATION SPARES,627100,SPARES,627100,SPARES,625000,TECHNICAL RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Technical),Automation Spares,Maintenance and repairs,Technical running costs,Daily running costs
627118,CARGO EQUIPMENT,627100,SPARES,627100,SPARES,625000,TECHNICAL RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Technical),Cargo equipment,Maintenance and repairs,Technical running costs,Daily running costs
627122,ELECTRIC MOTORS,627100,SPARES,627100,SPARES,625000,TECHNICAL RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Technical),Electric Motors,Maintenance and repairs,Technical running costs,Daily running costs
627124,A/E TURBOCHARGERS,627100,SPARES,627100,SPARES,625000,TECHNICAL RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Technical),,,,
627126,BALLAST WATER TREATMENT SYSTEM,627100,SPARES,627100,SPARES,625000,TECHNICAL RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Technical),Ballast water treatment system,Maintenance and repairs,Technical running costs,Daily running costs
627128,DECK CRANE SPARES,627100,SPARES,627100,SPARES,625000,TECHNICAL RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Technical),,,,
627132,MAIN ENGINE TURBOCHARGER,627100,SPARES,627100,SPARES,625000,TECHNICAL RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Technical),,,,
627134,MOORING EQUIPMENT SPARES,627100,SPARES,627100,SPARES,625000,TECHNICAL RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Technical),,,,
627136,SCRUBBERS,627100,SPARES,627100,SPARES,625000,TECHNICAL RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Technical),,,,
627994,FORWARDING - SPARES,627100,SPARES,627100,SPARES,625000,TECHNICAL RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Technical),Forwarding Expenses-Spares,Maintenance and repairs,Technical running costs,Daily running costs
627996,FORWARDING - SPARES FREIGHT,627100,SPARES,627100,SPARES,625000,TECHNICAL RUNNING COSTS,620000,VESSEL OPERATING EXPENSES,600000,EXPENSES,Expense,Vessel Operating Costs (Technical),Forwarding - Freight,Maintenance and repairs,Technical running costs,Daily running costs
